ID1,ID2,Distance
Z66517_1,AF128247_1,0.00137498
Z66517_1,AF128250_1,0.0024466
Z66517_1,AF527380_1,0.00214102
Z66517_1,AF462047_1,0.00214102
Z66517_1,DQ345723_1,0.00473724
Z66517_1,DQ345722_1,0.00473724
Z66517_1,DQ345721_1,0.00473724
Z66517_1,HW669893_1,0.00277478
Z66517_1,AF266291_1,0.00277478
Z66517_1,AF266287_1,0.00277478
Z66517_1,FJ211590_1,0.00277478
Z66517_1,FJ211589_1,0.00277478
Z66517_1,FJ211583_1,0.00277478
Z66517_1,DI062293_1,0.00290142
Z66517_1,BD137595_1,0.00290142
Z66517_1,AF266289_1,0.00239612
Z66517_1,DI010567_1,0.00239612
Z66517_1,BD137594_1,0.00239612
Z66517_1,AF266288_2,0.00264815
Z66517_1,DI045579_1,0.00258505
Z66517_1,BD137590_1,0.00258505
Z66517_1,S58435_1,0.00359624
Z66517_1,E04903_1,0.00359624
Z66517_1,M20865_1,0.000904346
Z66517_1,K01711_1,0.00182703
Z66517_1,HM562901_1,0.0109404
Z66517_1,MG912589_1,0.023906
Z66517_1,AF128245_1,0.0194176
Z66517_1,DI052604_1,0.0192662
Z66517_1,BD137591_1,0.0192662
Z66517_1,D37774_1,0.0161575
Z66517_1,HM562900_1,0.0190993
Z66517_1,D63926_1,0.015251
Z66517_1,D63924_1,0.0157393
Z66517_1,D37772_1,0.0164573
Z66517_1,HM562899_1,0.0171918
Z66517_1,AF128244_2,0.0192482
Z66517_1,LC420351_1,0.0272485
Z66517_1,NC_001498_1,0.0266535
Z66517_1,AB016162_1,0.0266535
Z66517_1,AB032167_1,0.0267842
Z66517_1,LZ951275_1,0.0285011
Z66517_1,HZ785298_1,0.0285011
Z66517_1,HW339903_1,0.0285011
Z66517_1,LC336599_1,0.0283041
Z66517_1,AB481088_1,0.0294259
Z66517_1,AB481087_1,0.0290325
Z66517_1,EU293552_1,0.0284336
Z66517_1,EU293550_1,0.0283675
Z66517_1,EU293548_1,0.0283675
Z66517_1,EU293551_1,0.0285688
